"data_id","language","form","age","gender","mom_ed","comprehension","production"
87056,"English (British)","TEDS Twos",24,"Female","Some Secondary",0,0
87057,"English (British)","TEDS Twos",23,"Female","Primary",43,43
87058,"English (British)","TEDS Twos",24,"Female","Primary",41,41
87059,"English (British)","TEDS Twos",24,"Female","Some Secondary",46,46
87060,"English (British)","TEDS Twos",24,"Female","Some Secondary",44,44
87061,"English (British)","TEDS Twos",24,"Female","Some Secondary",57,57
87062,"English (British)","TEDS Twos",24,"Female","Some Secondary",61,61
87063,"English (British)","TEDS Twos",23,"Female","None",56,56
87064,"English (British)","TEDS Twos",23,"Male","None",53,53
87065,"English (British)","TEDS Twos",24,"Male","None",21,21
87066,"English (British)","TEDS Twos",24,"Male","None",16,16
87067,"English (British)","TEDS Twos",24,"Female","Secondary",38,38
87068,"English (British)","TEDS Twos",24,"Female","Secondary",35,35
87069,"English (British)","TEDS Twos",24,"Female","Primary",16,16
87070,"English (British)","TEDS Twos",24,"Female","Primary",17,17
87071,"English (British)","TEDS Twos",24,"Female","Primary",45,45
87072,"English (British)","TEDS Twos",24,"Female","Primary",40,40
87073,"English (British)","TEDS Twos",27,"Male","Some Secondary",51,51
87074,"English (British)","TEDS Twos",29,"Male","Some Secondary",52,52
87075,"English (British)","TEDS Twos",23,"Female","Graduate",15,15
87076,"English (British)","TEDS Twos",23,"Female","Graduate",17,17
87077,"English (British)","TEDS Twos",24,"Female","Some Secondary",68,68
87078,"English (British)","TEDS Twos",24,"Female","Some Secondary",61,61
87079,"English (British)","TEDS Twos",24,"Male","College",55,55
87080,"English (British)","TEDS Twos",24,"Female","College",74,74
87081,"English (British)","TEDS Twos",23,"Male","Some Secondary",40,40
87082,"English (British)","TEDS Twos",23,"Male","Some Secondary",35,35
87083,"English (British)","TEDS Twos",24,"Male","Graduate",42,42
87084,"English (British)","TEDS Twos",24,"Male","Graduate",44,44
87085,"English (British)","TEDS Twos",26,"Male","Some Secondary",54,54
87086,"English (British)","TEDS Twos",26,"Male","Some Secondary",50,50
87087,"English (British)","TEDS Twos",24,"Female","Secondary",33,33
87088,"English (British)","TEDS Twos",24,"Male","Secondary",0,0
87089,"English (British)","TEDS Twos",24,"Male","Some Secondary",96,96
87090,"English (British)","TEDS Twos",24,"Male","Some Secondary",57,57
87091,"English (British)","TEDS Twos",24,"Male","Secondary",45,45
87092,"English (British)","TEDS Twos",24,"Female","Secondary",51,51
87093,"English (British)","TEDS Twos",24,"Female","Some Secondary",71,71
87094,"English (British)","TEDS Twos",24,"Female","Some Secondary",69,69
87095,"English (British)","TEDS Twos",24,"Male","Secondary",19,19
87096,"English (British)","TEDS Twos",24,"Female","Secondary",31,31
87097,"English (British)","TEDS Twos",23,"Male","Some Secondary",42,42
87098,"English (British)","TEDS Twos",23,"Male","Some Secondary",45,45
87099,"English (British)","TEDS Twos",22,"Male","Graduate",67,67
87100,"English (British)","TEDS Twos",22,"Female","Graduate",68,68
87101,"English (British)","TEDS Twos",24,"Male","Some Secondary",7,7
87102,"English (British)","TEDS Twos",24,"Male","Some Secondary",4,4
87103,"English (British)","TEDS Twos",25,"Male","Some Secondary",26,26
87104,"English (British)","TEDS Twos",25,"Female","Some Secondary",23,23
87105,"English (British)","TEDS Twos",24,"Male","Some Secondary",45,45
87106,"English (British)","TEDS Twos",24,"Male","Some Secondary",44,44
87107,"English (British)","TEDS Twos",24,"Male","Secondary",39,39
87108,"English (British)","TEDS Twos",24,"Male","Secondary",50,50
87109,"English (British)","TEDS Twos",24,"Female","Primary",76,76
87110,"English (British)","TEDS Twos",24,"Female","Primary",77,77
87111,"English (British)","TEDS Twos",24,"Male","Some Secondary",41,41
87112,"English (British)","TEDS Twos",24,"Male","Some Secondary",42,42
87113,"English (British)","TEDS Twos",24,"Female","Some Secondary",48,48
87114,"English (British)","TEDS Twos",24,"Female","Some Secondary",47,47
87115,"English (British)","TEDS Twos",24,"Female","Primary",65,65
87116,"English (British)","TEDS Twos",24,"Male","Primary",71,71
87117,"English (British)","TEDS Twos",24,"Male","Secondary",50,50
87118,"English (British)","TEDS Twos",23,"Female","Secondary",58,58
87119,"English (British)","TEDS Twos",24,"Male","Secondary",32,32
87120,"English (British)","TEDS Twos",24,"Female","Secondary",46,46
87121,"English (British)","TEDS Twos",23,"Male","Some Secondary",17,17
87122,"English (British)","TEDS Twos",24,"Male","Some Secondary",21,21
87123,"English (British)","TEDS Twos",24,"Male","Some Secondary",25,25
87124,"English (British)","TEDS Twos",24,"Female","Some Secondary",28,28
87125,"English (British)","TEDS Twos",24,"Male","Some Secondary",61,61
87126,"English (British)","TEDS Twos",24,"Female","Some Secondary",62,62
87127,"English (British)","TEDS Twos",27,"Male","Primary",80,80
87128,"English (British)","TEDS Twos",25,"Male","Primary",64,64
87129,"English (British)","TEDS Twos",25,"Female","Some Secondary",24,24
87130,"English (British)","TEDS Twos",24,"Female","Some Secondary",25,25
87131,"English (British)","TEDS Twos",23,"Female","Primary",37,37
87132,"English (British)","TEDS Twos",23,"Female","Primary",41,41
87133,"English (British)","TEDS Twos",24,"Female","College",15,15
87134,"English (British)","TEDS Twos",24,"Male","College",15,15
87135,"English (British)","TEDS Twos",23,"Male","Secondary",38,38
87136,"English (British)","TEDS Twos",23,"Male","Secondary",42,42
87137,"English (British)","TEDS Twos",23,"Female","Some Secondary",68,68
87138,"English (British)","TEDS Twos",23,"Female","Some Secondary",69,69
87139,"English (British)","TEDS Twos",24,"Female","Some Secondary",99,99
87140,"English (British)","TEDS Twos",24,"Female","Some Secondary",84,84
87141,"English (British)","TEDS Twos",24,"Female","College",83,83
87142,"English (British)","TEDS Twos",24,"Female","College",0,0
87143,"English (British)","TEDS Twos",24,"Male","Some Secondary",21,21
87144,"English (British)","TEDS Twos",24,"Male","Some Secondary",23,23
87145,"English (British)","TEDS Twos",24,"Female","Primary",61,61
87146,"English (British)","TEDS Twos",24,"Female","Primary",49,49
87147,"English (British)","TEDS Twos",24,"Male","Some College",11,11
87148,"English (British)","TEDS Twos",24,"Male","Some College",13,13
87149,"English (British)","TEDS Twos",25,"Male","Some Secondary",35,35
87150,"English (British)","TEDS Twos",25,"Male","Some Secondary",24,24
87151,"English (British)","TEDS Twos",24,"Female",NA,47,47
87152,"English (British)","TEDS Twos",24,"Female",NA,48,48
87153,"English (British)","TEDS Twos",23,"Male","Some Secondary",95,95
87154,"English (British)","TEDS Twos",23,"Female","Some Secondary",64,64
87155,"English (British)","TEDS Twos",23,"Male","None",45,45
87156,"English (British)","TEDS Twos",23,"Female","None",41,41
87157,"English (British)","TEDS Twos",24,"Female","Some Secondary",64,64
87158,"English (British)","TEDS Twos",24,"Female","Some Secondary",63,63
87159,"English (British)","TEDS Twos",23,"Female","Primary",59,59
87160,"English (British)","TEDS Twos",23,"Female","Primary",57,57
87161,"English (British)","TEDS Twos",24,"Male","Secondary",31,31
87162,"English (British)","TEDS Twos",24,"Female","Secondary",61,61
87163,"English (British)","TEDS Twos",24,"Female","Primary",11,11
87164,"English (British)","TEDS Twos",24,"Male","Primary",31,31
87165,"English (British)","TEDS Twos",24,"Male","Some Secondary",38,38
87166,"English (British)","TEDS Twos",24,"Female","Some Secondary",44,44
87167,"English (British)","TEDS Twos",24,"Male","Primary",52,52
87168,"English (British)","TEDS Twos",24,"Male","Primary",47,47
87169,"English (British)","TEDS Twos",24,"Female",NA,52,52
87170,"English (British)","TEDS Twos",24,"Female",NA,55,55
87171,"English (British)","TEDS Twos",22,"Male","Secondary",21,21
87172,"English (British)","TEDS Twos",22,"Female","Secondary",29,29
87173,"English (British)","TEDS Twos",26,"Female","Primary",90,90
87174,"English (British)","TEDS Twos",26,"Female","Primary",91,91
87175,"English (British)","TEDS Twos",24,"Female","Some Secondary",48,48
87176,"English (British)","TEDS Twos",24,"Female","Some Secondary",47,47
87177,"English (British)","TEDS Twos",24,"Male","Some Secondary",4,4
87178,"English (British)","TEDS Twos",24,"Female","Some Secondary",5,5
87179,"English (British)","TEDS Twos",23,"Male","Secondary",96,96
87180,"English (British)","TEDS Twos",23,"Male","Secondary",95,95
87181,"English (British)","TEDS Twos",24,"Female","Some Secondary",19,19
87182,"English (British)","TEDS Twos",24,"Female","Some Secondary",6,6
87183,"English (British)","TEDS Twos",24,"Male","Some Secondary",14,14
87184,"English (British)","TEDS Twos",23,"Male","Some Secondary",12,12
87185,"English (British)","TEDS Twos",23,"Male",NA,30,30
87186,"English (British)","TEDS Twos",23,"Female",NA,36,36
87187,"English (British)","TEDS Twos",24,"Female","Some College",21,21
87188,"English (British)","TEDS Twos",24,"Female","Some College",20,20
87189,"English (British)","TEDS Twos",24,"Male","Secondary",34,34
87190,"English (British)","TEDS Twos",24,"Male","Secondary",26,26
87191,"English (British)","TEDS Twos",24,"Female","Some Secondary",93,93
87192,"English (British)","TEDS Twos",24,"Male","Some Secondary",47,47
87193,"English (British)","TEDS Twos",24,"Female","Primary",65,65
87194,"English (British)","TEDS Twos",24,"Male","Primary",67,67
87195,"English (British)","TEDS Twos",23,"Female","Some Secondary",49,49
87196,"English (British)","TEDS Twos",23,"Male","Some Secondary",28,28
87197,"English (British)","TEDS Twos",24,"Male","Some Secondary",95,95
87198,"English (British)","TEDS Twos",24,"Male","Some Secondary",54,54
87199,"English (British)","TEDS Twos",24,"Female","Secondary",82,82
87200,"English (British)","TEDS Twos",24,"Male","Secondary",64,64
87201,"English (British)","TEDS Twos",23,"Female","Secondary",45,45
87202,"English (British)","TEDS Twos",24,"Male","Secondary",40,40
87203,"English (British)","TEDS Twos",24,"Male","Some Secondary",9,9
87204,"English (British)","TEDS Twos",24,"Female","Some Secondary",48,48
87205,"English (British)","TEDS Twos",23,"Female","Primary",100,100
87206,"English (British)","TEDS Twos",23,"Female","Primary",90,90
87207,"English (British)","TEDS Twos",24,"Female","Primary",91,91
87208,"English (British)","TEDS Twos",24,"Female","Primary",100,100
87209,"English (British)","TEDS Twos",23,"Female","Some Secondary",45,45
87210,"English (British)","TEDS Twos",23,"Male","Some Secondary",18,18
87211,"English (British)","TEDS Twos",24,"Female","Secondary",49,49
87212,"English (British)","TEDS Twos",24,"Female","Secondary",48,48
87213,"English (British)","TEDS Twos",23,"Female","Some Secondary",29,29
87214,"English (British)","TEDS Twos",23,"Female","Some Secondary",21,21
87215,"English (British)","TEDS Twos",22,"Female","Primary",55,55
87216,"English (British)","TEDS Twos",22,"Female","Primary",71,71
87217,"English (British)","TEDS Twos",24,"Female","Some College",59,59
87218,"English (British)","TEDS Twos",24,"Female","Some College",58,58
87219,"English (British)","TEDS Twos",23,"Male","Secondary",46,46
87220,"English (British)","TEDS Twos",23,"Female","Secondary",47,47
87221,"English (British)","TEDS Twos",23,"Male","Secondary",32,32
87222,"English (British)","TEDS Twos",23,"Male","Secondary",32,32
87223,"English (British)","TEDS Twos",24,"Male","Primary",5,5
87224,"English (British)","TEDS Twos",24,"Male","Primary",16,16
87225,"English (British)","TEDS Twos",24,"Female","None",46,46
87226,"English (British)","TEDS Twos",24,"Female","None",46,46
87227,"English (British)","TEDS Twos",24,"Male","Some Secondary",5,5
87228,"English (British)","TEDS Twos",24,"Male","Some Secondary",4,4
87229,"English (British)","TEDS Twos",24,"Male","College",55,55
87230,"English (British)","TEDS Twos",24,"Male","College",50,50
87231,"English (British)","TEDS Twos",23,"Male","Some Secondary",35,35
87232,"English (British)","TEDS Twos",23,"Male","Some Secondary",36,36
87233,"English (British)","TEDS Twos",24,"Female","Some College",90,90
87234,"English (British)","TEDS Twos",24,"Female","Some College",86,86
87235,"English (British)","TEDS Twos",23,"Female","Some Secondary",86,86
87236,"English (British)","TEDS Twos",23,"Male","Some Secondary",89,89
87237,"English (British)","TEDS Twos",23,"Male","College",64,64
87238,"English (British)","TEDS Twos",23,"Female","College",63,63
87239,"English (British)","TEDS Twos",24,"Female","Secondary",67,67
87240,"English (British)","TEDS Twos",24,"Female","Secondary",67,67
87241,"English (British)","TEDS Twos",24,"Female","Primary",14,14
87242,"English (British)","TEDS Twos",23,"Female","Primary",10,10
87243,"English (British)","TEDS Twos",24,"Male","Secondary",70,70
87244,"English (British)","TEDS Twos",24,"Female","Secondary",83,83
87245,"English (British)","TEDS Twos",23,"Male","Some Secondary",38,38
87246,"English (British)","TEDS Twos",23,"Male","Some Secondary",39,39
87247,"English (British)","TEDS Twos",24,"Female","Some Secondary",29,29
87248,"English (British)","TEDS Twos",24,"Female","Some Secondary",32,32
87249,"English (British)","TEDS Twos",24,"Male","College",8,8
87250,"English (British)","TEDS Twos",24,"Male","College",10,10
87251,"English (British)","TEDS Twos",24,"Female","Some Secondary",63,63
87252,"English (British)","TEDS Twos",24,"Male","Some Secondary",73,73
87253,"English (British)","TEDS Twos",24,"Female","Secondary",78,78
87254,"English (British)","TEDS Twos",24,"Male","Secondary",79,79
87255,"English (British)","TEDS Twos",24,"Male","Some Secondary",80,80
87256,"English (British)","TEDS Twos",24,"Male","Some Secondary",80,80
87257,"English (British)","TEDS Twos",24,"Male","College",16,16
87258,"English (British)","TEDS Twos",24,"Male","College",19,19
87259,"English (British)","TEDS Twos",24,"Female","College",60,60
87260,"English (British)","TEDS Twos",24,"Female","College",69,69
87261,"English (British)","TEDS Twos",23,"Male","Some Secondary",21,21
87262,"English (British)","TEDS Twos",23,"Male","Some Secondary",21,21
87263,"English (British)","TEDS Twos",24,"Male","None",32,32
87264,"English (British)","TEDS Twos",24,"Female","None",35,35
87265,"English (British)","TEDS Twos",23,"Female","Primary",16,16
87266,"English (British)","TEDS Twos",24,"Female","Primary",16,16
87267,"English (British)","TEDS Twos",24,"Female","Graduate",69,69
87268,"English (British)","TEDS Twos",24,"Female","Graduate",70,70
87269,"English (British)","TEDS Twos",24,"Male","Secondary",33,33
87270,"English (British)","TEDS Twos",24,"Male","Secondary",40,40
87271,"English (British)","TEDS Twos",23,"Male","Some Secondary",85,85
87272,"English (British)","TEDS Twos",24,"Male","Some Secondary",0,0
87273,"English (British)","TEDS Twos",23,"Male","Primary",47,47
87274,"English (British)","TEDS Twos",23,"Male","Primary",33,33
87275,"English (British)","TEDS Twos",24,"Female","Some Secondary",63,63
87276,"English (British)","TEDS Twos",24,"Female","Some Secondary",64,64
87277,"English (British)","TEDS Twos",23,"Female","College",46,46
87278,"English (British)","TEDS Twos",23,"Male","College",45,45
87279,"English (British)","TEDS Twos",24,"Female","Some Secondary",47,47
87280,"English (British)","TEDS Twos",24,"Female","Some Secondary",48,48
87281,"English (British)","TEDS Twos",23,"Male","None",36,36
87282,"English (British)","TEDS Twos",23,"Male","None",29,29
87283,"English (British)","TEDS Twos",24,"Male","Graduate",22,22
87284,"English (British)","TEDS Twos",24,"Male","Graduate",21,21
87285,"English (British)","TEDS Twos",24,"Female","Secondary",65,65
87286,"English (British)","TEDS Twos",24,"Male","Secondary",100,100
87287,"English (British)","TEDS Twos",26,"Female","Some Secondary",79,79
87288,"English (British)","TEDS Twos",26,"Male","Some Secondary",75,75
87289,"English (British)","TEDS Twos",24,"Male","College",33,33
87290,"English (British)","TEDS Twos",24,"Male","College",26,26
87291,"English (British)","TEDS Twos",23,"Female","Secondary",85,85
87292,"English (British)","TEDS Twos",23,"Female","Secondary",86,86
87293,"English (British)","TEDS Twos",24,"Male","Some Secondary",37,37
87294,"English (British)","TEDS Twos",24,"Male","Some Secondary",32,32
87295,"English (British)","TEDS Twos",24,"Male","Some Secondary",37,37
87296,"English (British)","TEDS Twos",24,"Male","Some Secondary",37,37
87297,"English (British)","TEDS Twos",24,"Male","Primary",37,37
87298,"English (British)","TEDS Twos",24,"Male","Primary",39,39
87299,"English (British)","TEDS Twos",24,"Male","Some Secondary",91,91
87300,"English (British)","TEDS Twos",24,"Male","Some Secondary",91,91
87301,"English (British)","TEDS Twos",24,"Female","Some Secondary",100,100
87302,"English (British)","TEDS Twos",24,"Female","Some Secondary",100,100
87303,"English (British)","TEDS Twos",24,"Female","College",72,72
87304,"English (British)","TEDS Twos",24,"Female","College",76,76
87305,"English (British)","TEDS Twos",26,"Male","College",14,14
87306,"English (British)","TEDS Twos",25,"Female","College",22,22
87307,"English (British)","TEDS Twos",24,"Female","Secondary",39,39
87308,"English (British)","TEDS Twos",24,"Female","Secondary",37,37
87309,"English (British)","TEDS Twos",24,"Male","Some Secondary",37,37
87310,"English (British)","TEDS Twos",24,"Female","Some Secondary",35,35
87311,"English (British)","TEDS Twos",24,"Female","Some Secondary",61,61
87312,"English (British)","TEDS Twos",24,"Female","Some Secondary",54,54
87313,"English (British)","TEDS Twos",24,"Female","Graduate",51,51
87314,"English (British)","TEDS Twos",24,"Male","Graduate",41,41
87315,"English (British)","TEDS Twos",24,"Female","None",43,43
87316,"English (British)","TEDS Twos",24,"Female","None",40,40
87317,"English (British)","TEDS Twos",22,"Male","Some Secondary",14,14
87318,"English (British)","TEDS Twos",22,"Male","Some Secondary",13,13
87319,"English (British)","TEDS Twos",24,"Female","Primary",63,63
87320,"English (British)","TEDS Twos",24,"Male","Primary",54,54
87321,"English (British)","TEDS Twos",23,"Female","Some Secondary",67,67
87322,"English (British)","TEDS Twos",24,"Female","Some Secondary",69,69
87323,"English (British)","TEDS Twos",23,"Male","None",8,8
87324,"English (British)","TEDS Twos",23,"Male","None",8,8
87325,"English (British)","TEDS Twos",23,"Female","Some College",31,31
87326,"English (British)","TEDS Twos",23,"Female","Some College",35,35
87327,"English (British)","TEDS Twos",24,"Male","Primary",74,74
87328,"English (British)","TEDS Twos",24,"Male","Primary",79,79
87329,"English (British)","TEDS Twos",24,"Female","Some Secondary",38,38
87330,"English (British)","TEDS Twos",24,"Female","Some Secondary",43,43
87331,"English (British)","TEDS Twos",24,"Male","College",89,89
87332,"English (British)","TEDS Twos",24,"Male","College",83,83
87333,"English (British)","TEDS Twos",24,"Male","Secondary",76,76
87334,"English (British)","TEDS Twos",24,"Female","Secondary",81,81
87335,"English (British)","TEDS Twos",22,"Male","Primary",23,23
87336,"English (British)","TEDS Twos",22,"Female","Primary",14,14
87337,"English (British)","TEDS Twos",24,"Male","Some College",64,64
87338,"English (British)","TEDS Twos",24,"Female","Some College",64,64
87339,"English (British)","TEDS Twos",24,"Female","Some Secondary",83,83
87340,"English (British)","TEDS Twos",24,"Male","Some Secondary",82,82
87341,"English (British)","TEDS Twos",23,"Female","Some Secondary",54,54
87342,"English (British)","TEDS Twos",23,"Female","Some Secondary",57,57
87343,"English (British)","TEDS Twos",23,"Female","Primary",41,41
87344,"English (British)","TEDS Twos",23,"Female","Primary",42,42
87345,"English (British)","TEDS Twos",23,"Female","Some Secondary",64,64
87346,"English (British)","TEDS Twos",23,"Female","Some Secondary",76,76
87347,"English (British)","TEDS Twos",24,"Male","Primary",35,35
87348,"English (British)","TEDS Twos",24,"Male","Primary",29,29
87349,"English (British)","TEDS Twos",24,"Male","Primary",52,52
87350,"English (British)","TEDS Twos",24,"Female","Primary",49,49
87351,"English (British)","TEDS Twos",24,"Male","Some College",28,28
87352,"English (British)","TEDS Twos",24,"Male","Some College",28,28
87353,"English (British)","TEDS Twos",23,"Male","Some Secondary",45,45
87354,"English (British)","TEDS Twos",23,"Male","Some Secondary",44,44
87355,"English (British)","TEDS Twos",24,"Male","Graduate",9,9
87356,"English (British)","TEDS Twos",25,"Male","Graduate",19,19
87357,"English (British)","TEDS Twos",24,"Male","Secondary",56,56
87358,"English (British)","TEDS Twos",24,"Male","Secondary",57,57
87359,"English (British)","TEDS Twos",24,"Female","Some Secondary",90,90
87360,"English (British)","TEDS Twos",24,"Female","Some Secondary",86,86
87361,"English (British)","TEDS Twos",23,"Male","Some Secondary",33,33
87362,"English (British)","TEDS Twos",23,"Female","Some Secondary",40,40
87363,"English (British)","TEDS Twos",24,"Male","Some Secondary",6,6
87364,"English (British)","TEDS Twos",24,"Male","Some Secondary",7,7
87365,"English (British)","TEDS Twos",24,"Male","College",37,37
87366,"English (British)","TEDS Twos",24,"Female","College",43,43
87367,"English (British)","TEDS Twos",24,"Male","Primary",70,70
87368,"English (British)","TEDS Twos",24,"Male","Primary",70,70
87369,"English (British)","TEDS Twos",27,"Female",NA,0,0
87370,"English (British)","TEDS Twos",24,"Male",NA,24,24
87371,"English (British)","TEDS Twos",27,"Female","Some Secondary",96,96
87372,"English (British)","TEDS Twos",23,"Male","Some Secondary",39,39
87373,"English (British)","TEDS Twos",24,"Male","Some Secondary",19,19
87374,"English (British)","TEDS Twos",24,"Male","Some Secondary",16,16
87375,"English (British)","TEDS Twos",25,"Male","College",67,67
87376,"English (British)","TEDS Twos",25,"Male","College",67,67
87377,"English (British)","TEDS Twos",29,"Male","Secondary",6,6
87378,"English (British)","TEDS Twos",29,"Male","Secondary",7,7
87379,"English (British)","TEDS Twos",24,"Male","Some Secondary",42,42
87380,"English (British)","TEDS Twos",24,"Male","Some Secondary",66,66
87381,"English (British)","TEDS Twos",24,"Male","Some Secondary",65,65
87382,"English (British)","TEDS Twos",24,"Female","Some Secondary",53,53
87383,"English (British)","TEDS Twos",24,"Female","Some Secondary",72,72
87384,"English (British)","TEDS Twos",24,"Female","Some Secondary",66,66
87385,"English (British)","TEDS Twos",24,"Male","Some Secondary",16,16
87386,"English (British)","TEDS Twos",24,"Male","Some Secondary",24,24
87387,"English (British)","TEDS Twos",24,"Female","College",49,49
87388,"English (British)","TEDS Twos",24,"Female","College",43,43
87389,"English (British)","TEDS Twos",23,"Female","Primary",5,5
87390,"English (British)","TEDS Twos",23,"Male","Primary",5,5
87391,"English (British)","TEDS Twos",23,"Male","Secondary",60,60
87392,"English (British)","TEDS Twos",23,"Male","Secondary",50,50
87393,"English (British)","TEDS Twos",24,"Female","College",71,71
87394,"English (British)","TEDS Twos",24,"Female","College",63,63
87395,"English (British)","TEDS Twos",24,"Female","None",69,69
87396,"English (British)","TEDS Twos",24,"Female","None",39,39
87397,"English (British)","TEDS Twos",24,"Female","Some Secondary",68,68
87398,"English (British)","TEDS Twos",24,"Male","Some Secondary",68,68
87399,"English (British)","TEDS Twos",24,"Male","Some Secondary",84,84
87400,"English (British)","TEDS Twos",24,"Female","Some Secondary",71,71
87401,"English (British)","TEDS Twos",24,"Female","College",25,25
87402,"English (British)","TEDS Twos",24,"Female","College",57,57
87403,"English (British)","TEDS Twos",24,"Male","Some College",42,42
87404,"English (British)","TEDS Twos",24,"Male","Some College",45,45
87405,"English (British)","TEDS Twos",24,"Male","Secondary",16,16
87406,"English (British)","TEDS Twos",24,"Male","Secondary",15,15
87407,"English (British)","TEDS Twos",24,"Female","Graduate",43,43
87408,"English (British)","TEDS Twos",24,"Female","Graduate",40,40
87409,"English (British)","TEDS Twos",24,"Female","Some Secondary",42,42
87410,"English (British)","TEDS Twos",24,"Female","Some Secondary",39,39
87411,"English (British)","TEDS Twos",23,"Female","Some Secondary",54,54
87412,"English (British)","TEDS Twos",23,"Male","Some Secondary",53,53
87413,"English (British)","TEDS Twos",24,"Female","Secondary",69,69
87414,"English (British)","TEDS Twos",24,"Female","Secondary",81,81
87415,"English (British)","TEDS Twos",24,"Female","Some Secondary",31,31
87416,"English (British)","TEDS Twos",24,"Male","Some Secondary",10,10
87417,"English (British)","TEDS Twos",24,"Male","Some Secondary",4,4
87418,"English (British)","TEDS Twos",24,"Male","Some Secondary",4,4
87419,"English (British)","TEDS Twos",24,"Female","Some Secondary",84,84
87420,"English (British)","TEDS Twos",24,"Female","Some Secondary",22,22
87421,"English (British)","TEDS Twos",25,"Male","Secondary",33,33
87422,"English (British)","TEDS Twos",25,"Male","Secondary",35,35
87423,"English (British)","TEDS Twos",26,"Female","College",84,84
87424,"English (British)","TEDS Twos",26,"Male","College",86,86
87425,"English (British)","TEDS Twos",24,"Female","Secondary",78,78
87426,"English (British)","TEDS Twos",24,"Female","Secondary",76,76
87427,"English (British)","TEDS Twos",23,"Male","None",35,35
87428,"English (British)","TEDS Twos",23,"Female","None",73,73
87429,"English (British)","TEDS Twos",24,"Female","College",69,69
87430,"English (British)","TEDS Twos",24,"Female","College",69,69
87431,"English (British)","TEDS Twos",26,"Male","Some Secondary",36,36
87432,"English (British)","TEDS Twos",24,"Male","Some Secondary",17,17
87433,"English (British)","TEDS Twos",26,"Male","Some Secondary",77,77
87434,"English (British)","TEDS Twos",26,"Female","Some Secondary",79,79
87435,"English (British)","TEDS Twos",28,"Male","Primary",0,0
87436,"English (British)","TEDS Twos",28,"Male","Primary",0,0
87437,"English (British)","TEDS Twos",24,"Female","Some College",76,76
87438,"English (British)","TEDS Twos",24,"Female","Some College",75,75
87439,"English (British)","TEDS Twos",24,"Male","Primary",27,27
87440,"English (British)","TEDS Twos",24,"Female","Primary",47,47
87441,"English (British)","TEDS Twos",24,"Female","College",73,73
87442,"English (British)","TEDS Twos",24,"Female","College",75,75
87443,"English (British)","TEDS Twos",22,"Male","Some Secondary",86,86
87444,"English (British)","TEDS Twos",24,"Male","Some Secondary",85,85
87445,"English (British)","TEDS Twos",29,"Female","None",100,100
87446,"English (British)","TEDS Twos",29,"Male","None",96,96
87447,"English (British)","TEDS Twos",23,"Female","Graduate",10,10
87448,"English (British)","TEDS Twos",23,"Female","Graduate",11,11
87449,"English (British)","TEDS Twos",23,"Female","Secondary",34,34
87450,"English (British)","TEDS Twos",24,"Female","Secondary",33,33
87451,"English (British)","TEDS Twos",23,"Male","Some Secondary",47,47
87452,"English (British)","TEDS Twos",23,"Male","Some Secondary",38,38
87453,"English (British)","TEDS Twos",24,"Male","Secondary",30,30
87454,"English (British)","TEDS Twos",24,"Female","Secondary",47,47
87455,"English (British)","TEDS Twos",24,"Female","Secondary",93,93
87456,"English (British)","TEDS Twos",24,"Female","Secondary",84,84
87457,"English (British)","TEDS Twos",24,"Female","Primary",40,40
87458,"English (British)","TEDS Twos",24,"Male","Primary",41,41
87459,"English (British)","TEDS Twos",25,"Male","Secondary",46,46
87460,"English (British)","TEDS Twos",25,"Male","Secondary",58,58
87461,"English (British)","TEDS Twos",24,"Female","Secondary",100,100
87462,"English (British)","TEDS Twos",24,"Female","Secondary",40,40
87463,"English (British)","TEDS Twos",28,"Male","College",38,38
87464,"English (British)","TEDS Twos",24,"Male","College",38,38
87465,"English (British)","TEDS Twos",24,"Male","Some Secondary",40,40
87466,"English (British)","TEDS Twos",24,"Male","Some Secondary",32,32
87467,"English (British)","TEDS Twos",26,"Female","Some Secondary",72,72
87468,"English (British)","TEDS Twos",26,"Male","Some Secondary",82,82
87469,"English (British)","TEDS Twos",24,"Male","Some Secondary",81,81
87470,"English (British)","TEDS Twos",24,"Male","Some Secondary",86,86
87471,"English (British)","TEDS Twos",24,"Female","Secondary",64,64
87472,"English (British)","TEDS Twos",24,"Male","Secondary",65,65
87473,"English (British)","TEDS Twos",23,"Female","None",21,21
87474,"English (British)","TEDS Twos",24,"Male","None",7,7
87475,"English (British)","TEDS Twos",24,"Female","Some Secondary",100,100
87476,"English (British)","TEDS Twos",24,"Female","Some Secondary",100,100
87477,"English (British)","TEDS Twos",28,"Male",NA,93,93
87478,"English (British)","TEDS Twos",25,"Male",NA,73,73
87479,"English (British)","TEDS Twos",24,"Female","Primary",84,84
87480,"English (British)","TEDS Twos",24,"Female","Primary",70,70
87481,"English (British)","TEDS Twos",24,"Male","Some Secondary",4,4
87482,"English (British)","TEDS Twos",24,"Male","Some Secondary",6,6
87483,"English (British)","TEDS Twos",24,"Male","Some Secondary",53,53
87484,"English (British)","TEDS Twos",24,"Male","Some Secondary",56,56
87485,"English (British)","TEDS Twos",24,"Female","College",17,17
87486,"English (British)","TEDS Twos",24,"Male","College",8,8
87487,"English (British)","TEDS Twos",24,"Male","Some Secondary",19,19
87488,"English (British)","TEDS Twos",24,"Female","Some Secondary",69,69
87489,"English (British)","TEDS Twos",23,"Male","Secondary",46,46
87490,"English (British)","TEDS Twos",23,"Female","Secondary",57,57
